id,title,doi,publication_year,type,cited_by_count,authors,host_venue,publisher,concepts
https://openalex.org/W2044497668,Effect of Pre/Post Heat Treatment on the Friction Stir Welded SSM 356 Aluminum Alloys,https://doi.org/10.4028/www.scientific.net/amr.488-489.328,2012,article,5,"Worapong Boonchouytan, Thanate Ratanawilai, Prapas Muangjunburee",,,"Welding, Materials science, Butt joint, Friction stir welding, Ultimate tensile strength, Joint (building), Rotational speed, Metallurgy, Composite material, Heat-affected zone, Aluminium, Structural engineering, Mechanical engineering, Engineering"
https://openalex.org/W2036693968,Development of an energy-efficient brick kiln,https://doi.org/10.1002/(sici)1099-114x(199712)21:15<1363::aid-er336>3.0.co;2-9,1997,article,16,"S. Prasertsan, Thanansak Theppaya, Gumpon Prateepchaikul, P. Kirirat",,,"Kiln, Brick, Environmental science, Waste management, Architectural engineering, Energy (signal processing), Engineering, Process engineering, Civil engineering, Engineering physics, Physics, Quantum mechanics"
https://openalex.org/W2905256410,"Effect of Psyllium Fiber Supplementation on Diarrhea Incidence in Enteral Tube‐Fed Patients: A Prospective, Randomized, and Controlled Trial",https://doi.org/10.1002/jpen.1489,2018,article,9,"Korn Lertpipopmetha, Chanon Kongkamol, Pimsiri Sripongpun",,,"Psyllium, Medicine, Enteral administration, Diarrhea, Randomized controlled trial, Incidence (geometry), Parenteral nutrition, Internal medicine, Gastroenterology, Dietary fiber, Food science, Biology, Physics, Optics"
https://openalex.org/W2052580723,"An Artificial Neural Network Based Runoff Forecasting Model in the Absence of Precipitation Data: A Case Study of Khlong U-Tapao River Basin, Songkhla Province, Thailand",https://doi.org/10.1109/isms.2013.51,2013,article,5,"S. Phuphong, Chinnawat Surussavadee",,,"Precipitation, Surface runoff, Environmental science, Artificial neural network, Water year, Meteorology, Structural basin, Drainage basin, Hydrology (agriculture), Climatology, Geography, Computer science, Geology, Cartography, Machine learning, Ecology, Paleontology, Geotechnical engineering, Biology"
https://openalex.org/W2544055474,Application of fuzzy logic in the position control of induction motor for bending and cutting machine,https://doi.org/10.1109/iscit.2004.1412872,2005,article,3,"Thanate Khaorapapong, P. Ariyadirck",,,"Fuzzy logic, Position (finance), Induction motor, MATLAB, Control theory (sociology), Microprocessor, Reliability (semiconductor), Computer science, Controller (irrigation), Control engineering, DC motor, Machine control, Fuzzy control system, Bending, Engineering, Control (management), Computer hardware, Artificial intelligence, Electrical engineering, Structural engineering, Agronomy, Power (physics), Physics, Finance, Quantum mechanics, Voltage, Economics, Biology, Operating system"
https://openalex.org/W2609984669,Capacitive antibacterial susceptibility screening test with a simple renewable sensing surface,https://doi.org/10.1016/j.bios.2017.04.042,2017,article,8,"Saroh Niyomdecha, Warakorn Limbut, Apon Numnuam, Punnee Asawatreratanakul, Proespichaya Kanatharana, Panote Thavarungkul",,,"Electrode, Bacteria, Capacitive sensing, Gram-positive bacteria, Materials science, Chemistry, Nanotechnology, Antimicrobial, Nuclear chemistry, Biology, Organic chemistry, Computer science, Genetics, Physical chemistry, Operating system"
https://openalex.org/W2911961072,Curing characteristics and kinetics of EPDM and EOC compounds in co‐vulcanization as blend,https://doi.org/10.1002/app.47613,2019,article,7,"Anoma Thitithammawong, Nattapon Uthaipan, Banja Junhasavasdikul, Charoen Nakason, Ekwipoo Kalkornsurapranee",,,"Comonomer, Vulcanization, Materials science, Curing (chemistry), Copolymer, Polymer chemistry, Differential scanning calorimetry, Octene, EPDM rubber, Kinetics, Ethylene, Activation energy, Composite material, Natural rubber, Chemical engineering, Chemistry, Organic chemistry, Polymer, Thermodynamics, Catalysis, Physics, Quantum mechanics, Engineering"
https://openalex.org/W2116586389,"Penile oil injection, penile implantation and condom use among Myanmar migrant fishermen in Ranong, Thailand",https://doi.org/10.1071/sh08077,2009,article,6,"Ohnmar Ohnmar, Alan Geater, Than Winn, Virasakdi Chongsuvivatwong",,,"Medicine, Condom, Thrush, Genital warts, Gonorrhea, Environmental health, Human papilloma virus, Human immunodeficiency virus (HIV), Syphilis, Cervical cancer, Family medicine, Internal medicine, Cancer"
https://openalex.org/W2416826679,Patients with prosthetic cardiac valves followed in southern Thailand.,,1992,article,0,"Tada Yipintsoi, W Jirathamopas, C Suntiparpluacha, Woravut Jintapakorn, A Akaravinake, Rapeephon Kunjara-Na-Ayudhya",,,"Medicine, Surgery, Cardiac valve, Prothrombin time, Mitral valve"
https://openalex.org/W3105156865,Factors Associated with In-hospital Mortality in Severe Burn Patients in Songklanagarind Hospital: A Retrospective Study,https://doi.org/10.31584/jhsmr.2020775,2020,article,5,"Atthawit Mongkornwong, Rassamee Sangthong, Surasak Sangkhathat",,,"Medicine, Nomogram, Retrospective cohort study, Intensive care unit, Total body surface area, Creatinine, Burn injury, Emergency medicine, Surgery, Internal medicine"
https://openalex.org/W2011647869,Polymeric Antioxidant Based on Natural Rubber Grafted with &lt;i&gt;N&lt;/i&gt;-(4-Hydroxyphenyl)maleimide,https://doi.org/10.4028/www.scientific.net/amr.488-489.211,2012,article,4,"Pairote Klinpituksa, Sittaporn Somkieowan, Wae Asae Waehamad, Natinee Lopattananon",,,"Natural rubber, Grafting, Maleimide, Elongation, Maleic anhydride, Ultimate tensile strength, Yield (engineering), Materials science, Fourier transform infrared spectroscopy, Polymer chemistry, Antioxidant, Nuclear chemistry, Vulcanization, Chemistry, Chemical engineering, Composite material, Organic chemistry, Polymer, Copolymer, Engineering"
https://openalex.org/W2916808543,Optimization of culture conditions for production of antivibrio compounds from probiotic purple nonsulfur bacteria against acute hepatopancreatic necrosis disease-causing Vibrio parahaemolyticus and Vibrio spp.,https://doi.org/10.1016/j.aquaculture.2019.02.040,2019,article,21,"Supaporn Chumpol, Duangporn Kantachote, Pattamarat Rattanachuay, Salwa Torpee, Teruhiko Nitoda, Hiroshi Kanzaki",,,"Vibrio parahaemolyticus, Shrimp, Biology, Microbiology, Brine shrimp, Vibrio, Probiotic, Food science, Vibrio harveyi, Bacteria, Fishery, Genetics"
https://openalex.org/W3199088927,The Use Of Augmented Reality Book To Enhance Writing Skill Of Primary School Students using Thai As A Second Language,,2021,article,0,"Kittisak Na patthalung, Nuttaphong Kanchanachaya, Kanita Nitjarunkul, Virintorn Auksornnit, Juta Tammachart, Wachira Duangjaidee",,,"Test (biology), Mathematics education, Psychology, Paleontology, Biology"
https://openalex.org/W4317882239,Personality traits among major depressive disorder in southern Thailand: a hospital-based case–control study,https://doi.org/10.1186/s40359-023-01057-x,2023,article,3,"Jarurin Pitanupong, Adchara Sa-i",,,"Extraversion and introversion, Neuroticism, Psychology, Big Five personality traits, Personality, Depression (economics), Conscientiousness, Clinical psychology, Psychiatry, Major depressive disorder, Outpatient clinic, Personality disorders, Personality Assessment Inventory, Medicine, Internal medicine, Social psychology, Mood, Economics, Macroeconomics"
https://openalex.org/W2938168478,Blue aquarium background is appropriate for rearing male Siamese fighting fish (Betta splendens),https://doi.org/10.1007/s10499-019-00374-6,2019,article,9,"Suktianchai Saekhow, Karun Thongprajukaew, Wutiporn Phromkunthong",,,"Animal science, Biology, Feed conversion ratio, Amylase, Digestive enzyme, Weight gain, Protein efficiency ratio, Body weight, Enzyme, Biochemistry, Endocrinology"
https://openalex.org/W2033953858,Comparative Properties of Vegetable Oil-Based Benzyl Esters and Vegetable Oils as Processing Oil in Natural Rubber Compounds,https://doi.org/10.4028/www.scientific.net/amr.626.237,2012,article,4,"Hasleena Boontawee, Charoen Nakason, Azizon Kaesaman, Anoma Thitithammawong, Sopa Chewchanwuttiwong",,,"Natural rubber, Compounding, Mooney viscosity, Curing (chemistry), Vegetable oil, Organic chemistry, Benzyl alcohol, Soybean oil, Palm oil, Filler (materials), Materials science, Chemistry, Pulp and paper industry, Food science, Composite material, Polymer, Catalysis, Copolymer, Engineering"
https://openalex.org/W2319280247,University–Industry Linkages in Thailand: Sources of Weakness in Economic Upgrading,https://doi.org/10.1177/0971721813489454,2013,article,13,"Richard F. Doner, Patarapong Intarakumnerd, Bryan K. Ritchie",,,"Diversification (marketing strategy), Politics, Bureaucracy, Indigenous, Fragmentation (computing), Foreign direct investment, Business, Economics, Market economy, Political science, Marketing, Ecology, Macroeconomics, Computer science, Law, Biology, Operating system"
https://openalex.org/W1965856178,The Experience of Persons With Allergic Respiratory Symptoms,https://doi.org/10.1097/hnp.0b013e31820dbbae,2011,article,7,"Prapaporn Chukumnerd, Urai Hatthakit, Arphorn Chuaprapaisilp",,,"Mindfulness, Harmony (color), Holistic nursing, Intervention (counseling), Psychology, Breathing exercises, Holistic health, Medicine, Clinical psychology, Alternative medicine, Nursing, Physical therapy, Psychiatry, Art, Pathology, Visual arts"
https://openalex.org/W2883666587,Toxic epidermal necrolysis-like acute cutaneous lupus erythematosus in a patient with progressive systemic sclerosis,https://doi.org/10.1177/0961203318789766,2018,article,3,"Kumpol Aiempanakit, Kanokphorn Chiratikarnwong, Siriporn Juthong, Sauvarat Auepemkiate",,,"Medicine, Toxic epidermal necrolysis, Dermatology, Skin biopsy, Scleroderma (fungus), Histopathology, Lupus erythematosus, Biopsy, Pathology, Immunology, Antibody, Inoculation"
https://openalex.org/W2902542261,6 weeks consumption of pure fresh coconut milk caused up-regulation of eNOS and CSE protein expression in middle-aged male rats,https://doi.org/10.1590/s2175-97902018000317259,2018,article,4,"Chaweewan Jansakul, Jomkarn Naphatthalung, Sakda Pradab, Somruedee Yorsin, Kanyanatt Kanokwiroon",,,"Enos, Consumption (sociology), Biology, Food science, Chemistry, Endocrinology, Art, Nitric oxide synthase, Nitric oxide, Aesthetics"
https://openalex.org/W2528045208,Clinical outcomes of 3-year experience of targeted temperature management in patients with out-of-hospital cardiac arrest at Songklanagarind Hospital in Southern Thailand: an analysis of the MICU-TTM registry,https://doi.org/10.2147/oaem.s113214,2016,article,4,"Veerapong Vattanavanit, Rungsun Bhurayanontachai",,,"Medicine, Targeted temperature management, Emergency medicine, Intensive care medicine, Cardiopulmonary resuscitation, Resuscitation, Return of spontaneous circulation"
https://openalex.org/W4320168218,BETONG: A POTENTIAL WELLNESS TOURISM DESTINATION IN THE DEEP SOUTH OF THAILAND,https://doi.org/10.30892/gtg.46106-1000,2023,article,9,"Chakorn PRAPROM, Jetsada LAIPAPORN",,,"Tourism, Gastronomy, Business, Destinations, Tourism geography, Marketing, Distribution (mathematics), Ecotourism, Geography, Mathematical analysis, Mathematics, Archaeology"
https://openalex.org/W2807964082,Curing of Natural Rubber/Polyvinyl Alcohol Blends Using Glutaraldehyde,https://doi.org/10.1016/j.matpr.2018.04.067,2018,article,4,"Ekwipoo Kalkornsurapranee, Nussana Lehman, Piyarat Judklaing, Ladawan Songtipya, M.P. Sham Aan, Jobish Johns",,,"Polyvinyl alcohol, Materials science, Natural rubber, Glutaraldehyde, Vulcanization, Curing (chemistry), Composite material, Chemistry, Organic chemistry"
https://openalex.org/W2511547817,Polyurethane foams from oligomers derived from waste tire crumbs and polycaprolactone diols,https://doi.org/10.1002/app.44251,2016,article,10,"Suwat Rattanapan, Pamela Pasetto, Jean‐François Pilard, Varaporn Tanrattanakul",,,"Polycaprolactone, Biodegradation, Polyurethane, Diol, Natural rubber, Thermogravimetric analysis, Materials science, Polymer chemistry, Molar mass, Degradation (telecommunications), Molar mass distribution, Polyester, Chemical engineering, Nuclear chemistry, Polymer, Composite material, Organic chemistry, Chemistry, Telecommunications, Computer science, Engineering"
https://openalex.org/W2048951901,"Pt<sub>3</sub>Ru<sub>6</sub> Clusters Supported on γ-Al<sub>2</sub>O<sub>3</sub>: Synthesis from Pt<sub>3</sub>Ru<sub>6</sub>(CO)<sub>21</sub>(μ<sub>3</sub>-H)(μ-H)<sub>3</sub>, Structural Characterization, and Catalysis of Ethylene Hydrogenation and <i>n</i>-Butane Hydrogenolysis",https://doi.org/10.1021/jp057550+,2006,article,15,"Saowapa Chotisuwan, Jatuporn Wittayakun, Bruce C. Gates",,,"Bimetallic strip, Hydrogenolysis, Extended X-ray absorption fine structure, Decarbonylation, Chemistry, Catalysis, Metal, Butane, Ethylene, Ruthenium, Inorganic chemistry, Disproportionation, Adsorption, Crystallography, Absorption spectroscopy, Physical chemistry, Organic chemistry, Quantum mechanics, Physics"
https://openalex.org/W2517778268,Appropriateness of diagnosis of streptococcal pharyngitis among Thai community pharmacists according to the Centor criteria,https://doi.org/10.1007/s11096-016-0373-7,2016,article,8,"Woranuch Saengcharoen, Pornchanok Jaisawang, Palita Udomcharoensab, Kittika Buathong, Sanguan Lerkiatbundit",,,"Pharyngitis, Medicine, Sore throat, Pharmacy, Antibiotics, Family medicine, Odds ratio, Throat, Clinical pharmacy, Acute Pharyngitis, Pediatrics, Internal medicine, Surgery, Microbiology, Biology"
https://openalex.org/W51679543,Incidence and Radiographic Findings of Primary Central Nervous System Lymphoma in Immunocompetent Patients in Southern Thailand,https://doi.org/10.1177/030089160809400303,2008,article,4,"Pairaya Rujirojindakul, Montanan Rohitoprakarn, Daolada Kongkabpan, Pongthep Viboonjantra, Arnuparp Lekhakula",,,"Medicine, Primary central nervous system lymphoma, Incidence (geometry), Radiography, Lymphoma, Radiology, Lesion, Radiation therapy, Pathology, Physics, Optics"
https://openalex.org/W1984963250,Molecular characterization of hepatopancreas vitellogenin and its expression during the ovarian development by in situ hybridization in the banana shrimp Fenneropenaeus merguiensis,https://doi.org/10.1163/1937240x-00002116,2013,article,8,"Peerapong Puengyam, Brian Tsukimura, Prapaporn Utarabhand",,,"Vitellogenin, Biology, Vitellogenesis, Hepatopancreas, Molecular biology, Ovary, Complementary DNA, In situ hybridization, Peptide sequence, Messenger RNA, Amino acid, Signal peptide, Gene, Biochemistry, Oocyte, Endocrinology, Genetics, Embryo"
https://openalex.org/W2050242341,Influence of Surface Modification and Content of Nanosilica on Dynamic Mechanical Properties of Epoxidized Natural Rubber Nanocomposites,https://doi.org/10.4028/www.scientific.net/amr.844.289,2013,article,4,"Methakarn Jarnthong, Charoen Nakason, Zheng Peng, Natinee Lopattananon",,,"Materials science, Nanocomposite, Dynamic mechanical analysis, Natural rubber, Rheology, Surface modification, Composite material, Dynamic modulus, Modulus, Viscosity, Rheometry, Polymer, Chemical engineering, Engineering"
https://openalex.org/W2949082455,"Volumes of activation for racemization of mixed 1,10-phenanthroline and 2,2'-bipyridyl complexes of nickel(II) from high-pressure solution kinetics",https://doi.org/10.1021/ic50190a002,1978,article,5,"Geoffrey A. Lawrance, D. R. Stranks, Surapong Suvachittanont",,,"Racemization, Citation, Phenanthroline, Information retrieval, Altmetrics, Icon, Computer science, Nickel, Chemistry, World Wide Web, Crystallography, Stereochemistry, Organic chemistry, Programming language"
https://openalex.org/W4397009408,INTERVENTION PROCEDURE IN DRAWING CLASSES FOR NON-ART UNIVERSITY STUDENTS: THE IMPACT OF ASSIGNMENT REDESIGN ON STUDENTS’ PERFORMANCE,https://doi.org/10.20319/ictel.2024.150-168,2024,article,0,Dimitrije Curcic,,,"Rubric, Mathematics education, Psychological intervention, Intervention (counseling), Computer science, Perception, Psychology, Medical education, Adaptation (eye), Academic achievement, Medicine, Psychiatry, Neuroscience"
https://openalex.org/W2106805028,"Trade Linkages in Shrimp Exports: Japan, Thailand and Vietnam",https://doi.org/10.1111/j.1467-7679.2006.00326.x,2006,article,25,"Masahiro Kagawa, Conner Bailey",,,"Shrimp, Context (archaeology), International trade, Agriculture, Business, Division of labour, Economics, Fishery, Geography, Market economy, Biology, Archaeology"
https://openalex.org/W2169771924,‘Tourism’. A strategic industry in Asia and Pacific: defining problems and creating solutions,https://doi.org/10.1002/jtr.325,2001,article,3,Larry Dwyer,,,"Hospitality, Tourism, Citation, Hospitality management studies, Hospitality industry, Sociology, Library science, Asia pacific, Marketing, Management, Political science, Business, Economics, Computer science, Law, Ethnology"
https://openalex.org/W2806560871,해외 한국어 교육현장에서의 한국 대중문화를 활용한 한국어 수업 사례 연구 - 드라마와 가요를 중심으로 -,,2013,article,0,김훈태,,,"Popularity, Mainstream, Korean language, Vocabulary, Class (philosophy), Grammar, Set (abstract data type), Mathematics education, Computer science, Pedagogy, Sociology, Linguistics, Psychology, Political science, Artificial intelligence, Social psychology, Philosophy, Law, Programming language"
https://openalex.org/W4242776501,"EFFECTS OF ONLINE - MEDIA TRAINING INTEGRATED WITH ACTIVE LEARNING ON THE DEVELOPMENT OF 21ST CENTURY SKILLS FOR TEACHERS IN RANONG PROVINCE, THAILAND",https://doi.org/10.46529/socioint.202136,2021,article,2,"Jirasak Saekhow, Chalita Cheewaviriyanon",,,"Training (meteorology), Computer science, Multimedia, Mathematics education, Psychology, Geography, Meteorology"
https://openalex.org/W1992488474,"Clinical Characteristics, and Time Course of Pancreatic β-Cell Function and Glutamic Acid Decarboxylase Antibodies in Thai Patients with Adult-Onset Type 1 Diabetes: Distinction Between Patients of Rapid- and Slow-Onset",https://doi.org/10.1055/s-2007-978743,1999,article,7,"Chatchalit Rattarasarn, Manuel Aguilar‐Diosdado",,,"Internal medicine, Medicine, Endocrinology, Diabetes mellitus, Insulin, Ketoacidosis, Body mass index, Type 1 diabetes, Type 2 diabetes, Age of onset, Autoantibody, C-peptide, Antibody, Disease, Immunology"
https://openalex.org/W4306898380,Comparison of the predictive ability for perinatal acidemia in neonates between the NICHD 3-tier FHR system combined with clinical risk factors and the fetal reserve index,https://doi.org/10.1371/journal.pone.0276451,2022,article,5,"Ninlapa Pruksanusak, Natthicha Chainarong, Siriwan Boripan, Alan Geater",,,"Medicine, Pediatrics"
https://openalex.org/W4386843209,"Reproductive characteristics of the hermaphroditic four-finger threadfin, Eleutheronema tetradactylum (Shaw, 1804), in tropical coastal waters",https://doi.org/10.1186/s40850-023-00181-w,2023,article,4,"Kay Khine Soe, T H Iqbal, Apiradee Lim, Wen‐Xiong Wang, Karl Wah Keung Tsim, Yutaka Takeuchi, Nirattisai Petchsupa, Sukree Hajısamae",,,"Fishery, Geography, Biology"
https://openalex.org/W2238327465,A new adjustable parallel drill guide for internal fixation of femoral neck fracture: a developmental and experimental study,https://doi.org/10.1186/s12891-015-0845-2,2016,article,4,"Varah Yuenyongviwat, Pakjai Tuntarattanapong, Boonsin Tangtrakulwanich",,,"Medicine, Internal fixation, Sports medicine, Femoral neck, Orthopedic surgery, Drill, Rheumatology, Orthodontics, Fracture (geology), Surgery, Physical therapy, Internal medicine, Osteoporosis, Geology, Engineering, Mechanical engineering, Geotechnical engineering"
https://openalex.org/W2038966992,A Survey of Nurses Knowledge Regarding Prevention and Management of Diabetic Foot Ulcer in Bangladesh,https://doi.org/10.3329/birdem.v4i1.18549,2014,article,6,"S Sharmisthas, P Wongchan, S Hathairat",,,"Medicine, Diabetes mellitus, Diabetic foot ulcer, Foot (prosody), Diabetic foot, Amputation, Physical therapy, Nursing, Consistency (knowledge bases), Family medicine, Intensive care medicine, Surgery, Linguistics, Philosophy, Geometry, Mathematics, Endocrinology"
https://openalex.org/W2164640318,Novel composite biopolymers of sodium alginate/natural rubber/coconut waste for adsorption of Pb(II) ions,https://doi.org/10.1002/pc.22747,2013,article,8,"Sa‐Ad Riyajan, Pramuan Tangboriboonrat",,,"Adsorption, Natural rubber, Materials science, Composite number, Porosity, Swelling, Calcium alginate, Bead, Sodium alginate, Sodium, Wastewater, Composite material, Chemical engineering, Fourier transform infrared spectroscopy, Nuclear chemistry, Calcium, Chemistry, Waste management, Organic chemistry, Metallurgy, Engineering"
https://openalex.org/W2236307464,The dose dependent in vitro responses of MCF-7 and MDA-MB-231 cell lines to extracts of Vatica diospyroides symington type SS fruit include effects on mode of cell death,https://doi.org/10.4103/0973-1296.157718,2015,article,9,"Theera Srisawat, Yaowapa Sukpondma, Potchanapond Graidist, Siriphorn Chimplee, Kanyanatt Kanokwiroon",,,"Apoptosis, MCF-7, Cytotoxicity, Programmed cell death, Necrosis, Cell culture, Molecular biology, Chemistry, In vitro, Cancer cell, Cytotoxic T cell, Biology, Biochemistry, Cancer, Human breast, Genetics"
https://openalex.org/W2037598763,"A study on growth, histopathology and oxidative stress in Asian sea bass on diets with various loadings of melamine and cyanuric acid adulterants",https://doi.org/10.1016/j.aquaculture.2014.10.009,2014,article,15,"Wutiporn Phromkunthong, Nutt Nuntapong, Sunee Wanlem, Mali Boonyaratpalin",,,"Biology, Cyanuric acid, Melamine, Sea bass, Glutathione peroxidase, Catalase, Uric acid, Kidney, Internal medicine, Endocrinology, Oxidative stress, Animal science, Food science, Biochemistry, Fishery, Fish <Actinopterygii>, Chemistry, Medicine, Organic chemistry"
https://openalex.org/W2887947021,"Male functionality in<i>Garcinia celebica</i>L., a candidate ancestor species of mangosteen (<i>G. mangostana</i>L.)",https://doi.org/10.1139/cjb-2018-0079,2018,article,7,"Pornsawan Sutthinon, Lacey Samuels, Upatham Meesawat",,,"Garcinia mangostana, Pollen, Biology, Tapetum, Germination, Microspore, Botany, Anthesis, Callose, Gametophyte, Pollination, Stamen, Petal, Cell wall, Traditional medicine, Medicine, Cultivar"
https://openalex.org/W2087306010,A Protein from Aloe vera that Inhibits the Cleavage of Human Fibrin(ogen) by Plasmin,https://doi.org/10.1007/s12010-013-0356-2,2013,article,9,"Jaruwan Siritapetawee, Punchapat Sojikul, Siriwat Soontaranon, Wanwisa Limphirat, Sompong Thammasirirak",,,"Plasmin, Chemistry, Biochemistry, Serine protease, Trypsin, Proteases, alpha-2-Macroglobulin, Protease, Gel electrophoresis, Molecular mass, Isoelectric point, Papain, Macroglobulin, Molecular biology, Fibrin, Enzyme, Biology, Immunology"
https://openalex.org/W2624696195,Completeness of data record in the obstetric record form,https://doi.org/10.31584/smj.2017.35.2.699,2017,article,0,"Nattinee Boonratsamee, Sutham Pinjaroen, Chitkasaem Suwanrath",,,"Completeness (order theory), Medicine, Obstetrics and gynaecology, Data quality, Obstetrics, Pregnancy, Mathematics, Operations management, Engineering, Mathematical analysis, Metric (unit), Genetics, Biology"
https://openalex.org/W3053775632,Beyond Motivation: Investigating Thai English Major Students' Grit,https://doi.org/10.58837/chula.pasaa.60.1.3,2020,article,10,George Gyamfi,,,"Grit, Psychology, Mathematics education, Social psychology"
https://openalex.org/W4375955395,Periodontal diseases in Thai schoolchildren. Clinical and microbiological observations,https://doi.org/10.1007/s10266-023-00817-w,2023,article,5,"Supacharin Piwat, Amina Basic, Nuntiya Pahumunto, Rawee Teanpaisan, Gunnar Dahlén",,,"Treponema denticola, Medicine, Gingivitis, Tannerella forsythia, Prevotella intermedia, Periodontitis, Aggregatibacter actinomycetemcomitans, Oral hygiene, Dentistry, Bleeding on probing, Aggressive periodontitis, Fusobacterium nucleatum, Periodontal examination, Clinical attachment loss, Porphyromonas gingivalis, Oral and maxillofacial surgery, Pathology, Honeysuckle, Alternative medicine, Traditional Chinese medicine"
https://openalex.org/W2769231876,Cervical Foraminal Epidural Blood Patch for the Targeted Treatment of Refractory Cerebrospinal Fluid Leakage From a Dural Sleeve,https://doi.org/10.1097/aap.0000000000000696,2017,article,5,"Nuj Tontisirin, Pannawit Benjhawaleemas, Sasikaan Nimmaanrat, Pornchai Sathirapanya, Teeranan Laohawiriyakamol, De Q.H. Tran, Roderick J. Finlayson",,,"Medicine, Cerebrospinal Fluid Leakage, Epidural blood patch, Cerebrospinal fluid, Cervical radiculopathy, Refractory (planetary science), Surgery, Cervical spine, Pathology, Physics, Astrobiology"
https://openalex.org/W4283745129,Anti-EpCAM Functionalized I-131 Radiolabeled Biomimetic Nanocarrier Sodium/Iodide-Symporter-Mediated Breast-Cancer Treatment,https://doi.org/10.3390/bioengineering9070294,2022,article,6,"Suphalak Khamruang Marshall, Yada Panrak, Naritsara Makchuchit, Passara Jaroenpakdee, Boonyisa Saelim, Maneerat Taweesap, Verachai Pachana",,,"Epithelial cell adhesion molecule, Nanocarriers, Chemistry, Cancer research, Breast cancer, PLGA, Cancer cell, Flow cytometry, Cancer, Pharmacology, Medicine, Cell, Drug delivery, Biochemistry, In vitro, Immunology, Internal medicine, Organic chemistry"
https://openalex.org/W2012937611,Characterisation of the dielectric properties of rubber latex from 0.5 to 33 GHz,https://doi.org/10.1016/j.biosystemseng.2014.06.013,2014,article,6,"Sakol Julrat, Mitchai Chongcheawchamnan, I.D. Robertson",,,"Natural rubber, Dielectric, Debye, Relaxation (psychology), Microwave, Materials science, Permittivity, Composite material, Range (aeronautics), Polymer chemistry, Chemistry, Optoelectronics, Organic chemistry, Physics, Quantum mechanics, Psychology, Social psychology"
https://openalex.org/W1987073462,Properties of Thermoplastic Natural Rubber (TPNR): Influence of Polypropylene Grades on TPNR Properties,https://doi.org/10.4028/www.scientific.net/amr.844.127,2013,article,4,"Chanida Manleh, Charoen Nakason, Natinee Lopattananon, Azizon Kaesaman",,,"Vulcanization, Polypropylene, Materials science, Natural rubber, Thermoplastic, Composite material, Thermoplastic elastomer, Viscosity, Polymer, Copolymer"
https://openalex.org/W1919863183,IMPROVEMENT OF PHYSICAL PROPERTIES OF BLACK TIGER SHRIMP (PENAEUS MONODON) MEAT GEL INDUCED BY HIGH PRESSURE AND HEAT TREATMENT,https://doi.org/10.1111/j.1745-4514.2010.00428.x,2011,article,10,"JIRAWAN CHEECHAROEN, Kongkarn Kijroongrojana, Soottawat Benjakul",,,"Shrimp, Penaeus monodon, Chemistry, Breaking strength, Food science, Myosin, Fishery, Decapoda, Fish products, Biochemistry, Fish <Actinopterygii>, Materials science, Crustacean, Composite material, Biology"
https://openalex.org/W2791266546,"PS10:187 Causes of death in childhood-onset systemic lupus erythematosus in a tertiary care centre, southern thailand",https://doi.org/10.1136/lupus-2018-abstract.227,2018,article,0,"Prayong Vachvanichsanong, Edward McNeil, Pornsak Dissaneewate",,,"Medicine, Sepsis, Pediatrics, Cause of death, Acute kidney injury, ARDS, Internal medicine, Rheumatology, Disease, Lung"
https://openalex.org/W2335673598,Metabolic engineering of Clostridium acetobutylicum M5 for butanol–ethanol production by complementation of adhE1 and ctfAB genes,https://doi.org/10.1016/j.nbt.2009.06.616,2009,article,3,"Yu‐Sin Jang, J.Y. Lee, J.M. Lee, Sang Yup Lee",,,"Clostridium acetobutylicum, Butanol, Complementation, Chemistry, Gene, Clostridium, Ethanol, Metabolic engineering, Biochemistry, Biology, Genetics, Mutant, Bacteria"
https://openalex.org/W2207216479,"Feeding ecology of Portunus pelagicus (Linnaeus, 1758) (Brachyura, Portunidae) in the southern Gulf of Thailand: influences of habitat, season, size class, shell stage and ovigerous condition",https://doi.org/10.1163/15685403-00003475,2015,article,10,"Sukree Hajısamae, Hisam Fazrul, Siriporn Pradit",,,"Portunus pelagicus, Biology, Portunidae, Omnivore, Ecology, Invertebrate, Habitat, Portunus trituberculatus, Pelagic zone, Crustacean, Guild, Fishery, Decapoda, Predation"
https://openalex.org/W2555485230,Alveolar bone in human immunodeficiency virus infection: is it changed by long-term antiretroviral therapy?,https://doi.org/10.1111/idj.12265,2016,article,6,"Wipawee Nittayananta, Aree Kanjanaprapas, Pratanporn Arirachakaran, Kanokporn Pangsomboon, Hutcha Sriplung",,,"Human immunodeficiency virus (HIV), Antiretroviral therapy, Medicine, Virology, Term (time), Immunology, Viral load, Physics, Quantum mechanics"
https://openalex.org/W2125687006,Lipid oxidation and fishy odour in protein hydrolysate derived from Nile tilapia (<i>Oreochromis niloticus</i>) protein isolate as influenced by haemoglobin,https://doi.org/10.1002/jsfa.6235,2013,article,16,"Suthasinee Yarnpakdee, Soottawat Benjakul, Hörður G. Kristinsson",,,"Hydrolysate, Lipid oxidation, Chemistry, Hydrolysis, Food science, Thiobarbituric acid, Biochemistry, Oreochromis, Peroxide value, Lipid peroxidation, Antioxidant, Biology, Fish <Actinopterygii>, Fishery"
